"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"25/10/2024 03:00 - 25/10/2024 04:00","Sweden (SE)","12647.00","12251.00"
"25/10/2024 04:00 - 25/10/2024 05:00","Sweden (SE)","12290.00","12406.00"
"25/10/2024 05:00 - 25/10/2024 06:00","Sweden (SE)","12843.00","13029.00"
"25/10/2024 06:00 - 25/10/2024 07:00","Sweden (SE)","14782.00","14423.00"
"25/10/2024 07:00 - 25/10/2024 08:00","Sweden (SE)","16188.00","15659.00"
"25/10/2024 08:00 - 25/10/2024 09:00","Sweden (SE)","16515.00","15935.00"
"25/10/2024 09:00 - 25/10/2024 10:00","Sweden (SE)","16439.00","15864.00"
"25/10/2024 10:00 - 25/10/2024 11:00","Sweden (SE)","16006.00","15744.00"
"25/10/2024 11:00 - 25/10/2024 12:00","Sweden (SE)","15870.00","15577.00"
"25/10/2024 12:00 - 25/10/2024 13:00","Sweden (SE)","15748.00","15354.00"
"25/10/2024 13:00 - 25/10/2024 14:00","Sweden (SE)","15224.00","14989.00"
"25/10/2024 14:00 - 25/10/2024 15:00","Sweden (SE)","15187.00","14674.00"
"25/10/2024 15:00 - 25/10/2024 16:00","Sweden (SE)","15319.00","14715.00"
"25/10/2024 16:00 - 25/10/2024 17:00","Sweden (SE)","15175.00","14883.00"
"25/10/2024 17:00 - 25/10/2024 18:00","Sweden (SE)","15886.00","15310.00"
"25/10/2024 18:00 - 25/10/2024 19:00","Sweden (SE)","15927.00","15506.00"
"25/10/2024 19:00 - 25/10/2024 20:00","Sweden (SE)","15353.00","15124.00"
"25/10/2024 20:00 - 25/10/2024 21:00","Sweden (SE)","14793.00","14503.00"
"25/10/2024 21:00 - 25/10/2024 22:00","Sweden (SE)","14482.00","13962.00"
"25/10/2024 22:00 - 25/10/2024 23:00","Sweden (SE)","13527.00","13390.00"
"25/10/2024 23:00 - 26/10/2024 00:00","Sweden (SE)","13174.00","12916.00"
"26/10/2024 00:00 - 26/10/2024 01:00","Sweden (SE)","12901.00","12440.00"
"26/10/2024 01:00 - 26/10/2024 02:00","Sweden (SE)","12698.00","12155.00"
"26/10/2024 02:00 - 26/10/2024 03:00","Sweden (SE)","12539.00","11918.00"
"26/10/2024 03:00 - 26/10/2024 04:00","Sweden (SE)","12279.00","11878.00"
"26/10/2024 04:00 - 26/10/2024 05:00","Sweden (SE)","12280.00","11890.00"
"26/10/2024 05:00 - 26/10/2024 06:00","Sweden (SE)","12087.00","12068.00"
"26/10/2024 06:00 - 26/10/2024 07:00","Sweden (SE)","12669.00","12422.00"
"26/10/2024 07:00 - 26/10/2024 08:00","Sweden (SE)","13417.00","12795.00"
"26/10/2024 08:00 - 26/10/2024 09:00","Sweden (SE)","14604.00","13340.00"
"26/10/2024 09:00 - 26/10/2024 10:00","Sweden (SE)","14814.00","13820.00"
"26/10/2024 10:00 - 26/10/2024 11:00","Sweden (SE)","14483.00","14021.00"
"26/10/2024 11:00 - 26/10/2024 12:00","Sweden (SE)","14030.00","14020.00"
"26/10/2024 12:00 - 26/10/2024 13:00","Sweden (SE)","13672.00","13893.00"
"26/10/2024 13:00 - 26/10/2024 14:00","Sweden (SE)","13588.00","13777.00"
"26/10/2024 14:00 - 26/10/2024 15:00","Sweden (SE)","13579.00","13721.00"
"26/10/2024 15:00 - 26/10/2024 16:00","Sweden (SE)","13621.00","13753.00"
"26/10/2024 16:00 - 26/10/2024 17:00","Sweden (SE)","13745.00","14061.00"
"26/10/2024 17:00 - 26/10/2024 18:00","Sweden (SE)","14832.00","14508.00"
"26/10/2024 18:00 - 26/10/2024 19:00","Sweden (SE)","14996.00","14847.00"
"26/10/2024 19:00 - 26/10/2024 20:00","Sweden (SE)","14493.00","14365.00"
"26/10/2024 20:00 - 26/10/2024 21:00","Sweden (SE)","14077.00","13944.00"
"26/10/2024 21:00 - 26/10/2024 22:00","Sweden (SE)","13488.00","13264.00"
"26/10/2024 22:00 - 26/10/2024 23:00","Sweden (SE)","13026.00","12753.00"
"26/10/2024 23:00 - 27/10/2024 00:00","Sweden (SE)","12334.00","12324.00"
"27/10/2024 00:00 - 27/10/2024 01:00","Sweden (SE)","11869.00","12042.00"
"27/10/2024 01:00 - 27/10/2024 02:00 (CEST)","Sweden (SE)","11795.00","11807.00"
"27/10/2024 02:00 (CEST) - 27/10/2024 02:00 (CET)","Sweden (SE)","10680.00","11622.00"
"27/10/2024 02:00 (CET) - 27/10/2024 03:00","Sweden (SE)","11374.00","11568.00"
"27/10/2024 03:00 - 27/10/2024 04:00","Sweden (SE)","10821.00","11537.00"
"27/10/2024 04:00 - 27/10/2024 05:00","Sweden (SE)","11058.00","11519.00"
"27/10/2024 05:00 - 27/10/2024 06:00","Sweden (SE)","11639.00","11722.00"
"27/10/2024 06:00 - 27/10/2024 07:00","Sweden (SE)","11995.00","12019.00"
"27/10/2024 07:00 - 27/10/2024 08:00","Sweden (SE)","12087.00","12325.00"
"27/10/2024 08:00 - 27/10/2024 09:00","Sweden (SE)","12661.00","12870.00"
"27/10/2024 09:00 - 27/10/2024 10:00","Sweden (SE)","13324.00","13412.00"
"27/10/2024 10:00 - 27/10/2024 11:00","Sweden (SE)","14330.00","13798.00"
"27/10/2024 11:00 - 27/10/2024 12:00","Sweden (SE)","14256.00","14036.00"
"27/10/2024 12:00 - 27/10/2024 13:00","Sweden (SE)","14522.00","14101.00"
"27/10/2024 13:00 - 27/10/2024 14:00","Sweden (SE)","14629.00","14107.00"
"27/10/2024 14:00 - 27/10/2024 15:00","Sweden (SE)","14630.00","14119.00"
"27/10/2024 15:00 - 27/10/2024 16:00","Sweden (SE)","14470.00","14298.00"
"27/10/2024 16:00 - 27/10/2024 17:00","Sweden (SE)","14946.00","14920.00"
"27/10/2024 17:00 - 27/10/2024 18:00","Sweden (SE)","15577.00","15247.00"
"27/10/2024 18:00 - 27/10/2024 19:00","Sweden (SE)","15385.00","15287.00"
"27/10/2024 19:00 - 27/10/2024 20:00","Sweden (SE)","15126.00","14755.00"
"27/10/2024 20:00 - 27/10/2024 21:00","Sweden (SE)","14463.00","14373.00"
"27/10/2024 21:00 - 27/10/2024 22:00","Sweden (SE)","13799.00","13766.00"
"27/10/2024 22:00 - 27/10/2024 23:00","Sweden (SE)","12943.00","13280.00"
"27/10/2024 23:00 - 28/10/2024 00:00","Sweden (SE)","12156.00","12837.00"
"28/10/2024 00:00 - 28/10/2024 01:00","Sweden (SE)","12004.00","12555.00"
"28/10/2024 01:00 - 28/10/2024 02:00","Sweden (SE)","12163.00","12390.00"
"28/10/2024 02:00 - 28/10/2024 03:00","Sweden (SE)","12274.00","12300.00"
"28/10/2024 03:00 - 28/10/2024 04:00","Sweden (SE)","12190.00","12327.00"
"28/10/2024 04:00 - 28/10/2024 05:00","Sweden (SE)","12413.00","12540.00"
"28/10/2024 05:00 - 28/10/2024 06:00","Sweden (SE)","13155.00","13184.00"
"28/10/2024 06:00 - 28/10/2024 07:00","Sweden (SE)","14562.00","14720.00"
"28/10/2024 07:00 - 28/10/2024 08:00","Sweden (SE)","15592.00","15966.00"
"28/10/2024 08:00 - 28/10/2024 09:00","Sweden (SE)","15800.00","16253.00"
"28/10/2024 09:00 - 28/10/2024 10:00","Sweden (SE)","16031.00","16304.00"
"28/10/2024 10:00 - 28/10/2024 11:00","Sweden (SE)","16317.00","16286.00"
"28/10/2024 11:00 - 28/10/2024 12:00","Sweden (SE)","16162.00","16234.00"
"28/10/2024 12:00 - 28/10/2024 13:00","Sweden (SE)","15787.00","16204.00"
"28/10/2024 13:00 - 28/10/2024 14:00","Sweden (SE)","15799.00","16112.00"
"28/10/2024 14:00 - 28/10/2024 15:00","Sweden (SE)","15996.00","16151.00"
"28/10/2024 15:00 - 28/10/2024 16:00","Sweden (SE)","16172.00","16336.00"
"28/10/2024 16:00 - 28/10/2024 17:00","Sweden (SE)","16779.00","16720.00"
"28/10/2024 17:00 - 28/10/2024 18:00","Sweden (SE)","16583.00","16975.00"
"28/10/2024 18:00 - 28/10/2024 19:00","Sweden (SE)","16158.00","16750.00"
"28/10/2024 19:00 - 28/10/2024 20:00","Sweden (SE)","15888.00","16288.00"
"28/10/2024 20:00 - 28/10/2024 21:00","Sweden (SE)","15199.00","15746.00"
"28/10/2024 21:00 - 28/10/2024 22:00","Sweden (SE)","14518.00","15085.00"
"28/10/2024 22:00 - 28/10/2024 23:00","Sweden (SE)","14262.00","14394.00"
"28/10/2024 23:00 - 29/10/2024 00:00","Sweden (SE)","13982.00","13885.00"
"29/10/2024 00:00 - 29/10/2024 01:00","Sweden (SE)","13418.00","13341.00"
"29/10/2024 01:00 - 29/10/2024 02:00","Sweden (SE)","13507.00","13112.00"
"29/10/2024 02:00 - 29/10/2024 03:00","Sweden (SE)","13639.00","12938.00"
"29/10/2024 03:00 - 29/10/2024 04:00","Sweden (SE)","13612.00","12918.00"
"29/10/2024 04:00 - 29/10/2024 05:00","Sweden (SE)","13541.00","13160.00"
"29/10/2024 05:00 - 29/10/2024 06:00","Sweden (SE)","14472.00","13705.00"
"29/10/2024 06:00 - 29/10/2024 07:00","Sweden (SE)","15996.00","15224.00"
"29/10/2024 07:00 - 29/10/2024 08:00","Sweden (SE)","16413.00","16278.00"
"29/10/2024 08:00 - 29/10/2024 09:00","Sweden (SE)","16322.00","16624.00"
"29/10/2024 09:00 - 29/10/2024 10:00","Sweden (SE)","15642.00","16617.00"
"29/10/2024 10:00 - 29/10/2024 11:00","Sweden (SE)","15736.00","16619.00"
"29/10/2024 11:00 - 29/10/2024 12:00","Sweden (SE)","15681.00","16491.00"
"29/10/2024 12:00 - 29/10/2024 13:00","Sweden (SE)","15506.00","16315.00"
"29/10/2024 13:00 - 29/10/2024 14:00","Sweden (SE)","15731.00","16233.00"
"29/10/2024 14:00 - 29/10/2024 15:00","Sweden (SE)","16838.00","16155.00"
"29/10/2024 15:00 - 29/10/2024 16:00","Sweden (SE)","16510.00","16330.00"
"29/10/2024 16:00 - 29/10/2024 17:00","Sweden (SE)","16469.00","16690.00"
"29/10/2024 17:00 - 29/10/2024 18:00","Sweden (SE)","17051.00","16976.00"
"29/10/2024 18:00 - 29/10/2024 19:00","Sweden (SE)","16999.00","16727.00"
"29/10/2024 19:00 - 29/10/2024 20:00","Sweden (SE)","16777.00","16168.00"
"29/10/2024 20:00 - 29/10/2024 21:00","Sweden (SE)","16362.00","15627.00"
"29/10/2024 21:00 - 29/10/2024 22:00","Sweden (SE)","15618.00","14964.00"
"29/10/2024 22:00 - 29/10/2024 23:00","Sweden (SE)","14589.00","14191.00"
"29/10/2024 23:00 - 30/10/2024 00:00","Sweden (SE)","14073.00","13506.00"
"30/10/2024 00:00 - 30/10/2024 01:00","Sweden (SE)","13863.00","12936.00"
"30/10/2024 01:00 - 30/10/2024 02:00","Sweden (SE)","13512.00","12651.00"
"30/10/2024 02:00 - 30/10/2024 03:00","Sweden (SE)","13200.00","12608.00"
"30/10/2024 03:00 - 30/10/2024 04:00","Sweden (SE)","13217.00","12589.00"
"30/10/2024 04:00 - 30/10/2024 05:00","Sweden (SE)","13082.00","12668.00"
"30/10/2024 05:00 - 30/10/2024 06:00","Sweden (SE)","13855.00","13270.00"
"30/10/2024 06:00 - 30/10/2024 07:00","Sweden (SE)","15433.00","14725.00"
"30/10/2024 07:00 - 30/10/2024 08:00","Sweden (SE)","16576.00","15907.00"
"30/10/2024 08:00 - 30/10/2024 09:00","Sweden (SE)","16524.00","16113.00"
"30/10/2024 09:00 - 30/10/2024 10:00","Sweden (SE)","16402.00","16098.00"
"30/10/2024 10:00 - 30/10/2024 11:00","Sweden (SE)","16985.00","16045.00"
"30/10/2024 11:00 - 30/10/2024 12:00","Sweden (SE)","16836.00","15965.00"
"30/10/2024 12:00 - 30/10/2024 13:00","Sweden (SE)","16560.00","15839.00"
"30/10/2024 13:00 - 30/10/2024 14:00","Sweden (SE)","16390.00","15738.00"
"30/10/2024 14:00 - 30/10/2024 15:00","Sweden (SE)","16462.00","15799.00"
"30/10/2024 15:00 - 30/10/2024 16:00","Sweden (SE)","16733.00","16073.00"
"30/10/2024 16:00 - 30/10/2024 17:00","Sweden (SE)","17276.00","16594.00"
"30/10/2024 17:00 - 30/10/2024 18:00","Sweden (SE)","17605.00","16794.00"
"30/10/2024 18:00 - 30/10/2024 19:00","Sweden (SE)","17628.00","16636.00"
"30/10/2024 19:00 - 30/10/2024 20:00","Sweden (SE)","17365.00","16241.00"
"30/10/2024 20:00 - 30/10/2024 21:00","Sweden (SE)","17140.00","15742.00"
"30/10/2024 21:00 - 30/10/2024 22:00","Sweden (SE)","16726.00","15168.00"
"30/10/2024 22:00 - 30/10/2024 23:00","Sweden (SE)","15702.00","14510.00"
"30/10/2024 23:00 - 31/10/2024 00:00","Sweden (SE)","14800.00","13876.00"
"31/10/2024 00:00 - 31/10/2024 01:00","Sweden (SE)","14793.00","13352.00"
"31/10/2024 01:00 - 31/10/2024 02:00","Sweden (SE)","14425.00","13106.00"
"31/10/2024 02:00 - 31/10/2024 03:00","Sweden (SE)","13794.00","13075.00"
"31/10/2024 03:00 - 31/10/2024 04:00","Sweden (SE)","13555.00","13073.00"
"31/10/2024 04:00 - 31/10/2024 05:00","Sweden (SE)","13547.00","13183.00"
"31/10/2024 05:00 - 31/10/2024 06:00","Sweden (SE)","14021.00","13785.00"
"31/10/2024 06:00 - 31/10/2024 07:00","Sweden (SE)","15393.00","15215.00"
"31/10/2024 07:00 - 31/10/2024 08:00","Sweden (SE)","16636.00","16148.00"
"31/10/2024 08:00 - 31/10/2024 09:00","Sweden (SE)","16722.00","16415.00"
"31/10/2024 09:00 - 31/10/2024 10:00","Sweden (SE)","16827.00","16477.00"
"31/10/2024 10:00 - 31/10/2024 11:00","Sweden (SE)","17373.00","16516.00"
"31/10/2024 11:00 - 31/10/2024 12:00","Sweden (SE)","17331.00","16430.00"
"31/10/2024 12:00 - 31/10/2024 13:00","Sweden (SE)","17119.00","16340.00"
"31/10/2024 13:00 - 31/10/2024 14:00","Sweden (SE)","17287.00","16288.00"
"31/10/2024 14:00 - 31/10/2024 15:00","Sweden (SE)","16842.00","16273.00"
"31/10/2024 15:00 - 31/10/2024 16:00","Sweden (SE)","16808.00","16367.00"
"31/10/2024 16:00 - 31/10/2024 17:00","Sweden (SE)","17041.00","16576.00"
"31/10/2024 17:00 - 31/10/2024 18:00","Sweden (SE)","17277.00","16779.00"
"31/10/2024 18:00 - 31/10/2024 19:00","Sweden (SE)","16530.00","16432.00"
"31/10/2024 19:00 - 31/10/2024 20:00","Sweden (SE)","16071.00","15959.00"
"31/10/2024 20:00 - 31/10/2024 21:00","Sweden (SE)","15831.00","15493.00"
"31/10/2024 21:00 - 31/10/2024 22:00","Sweden (SE)","15192.00","14903.00"
"31/10/2024 22:00 - 31/10/2024 23:00","Sweden (SE)","14320.00","14250.00"
"31/10/2024 23:00 - 01/11/2024 00:00","Sweden (SE)","13403.00","13587.00"
"01/11/2024 00:00 - 01/11/2024 01:00","Sweden (SE)","13143.00","12990.00"
"01/11/2024 01:00 - 01/11/2024 02:00","Sweden (SE)","12598.00","12740.00"
"01/11/2024 02:00 - 01/11/2024 03:00","Sweden (SE)","12301.00","12649.00"
"01/11/2024 03:00 - 01/11/2024 04:00","Sweden (SE)","12468.00","12558.00"
"01/11/2024 04:00 - 01/11/2024 05:00","Sweden (SE)","12796.00","12635.00"
"01/11/2024 05:00 - 01/11/2024 06:00","Sweden (SE)","13557.00","13175.00"
"01/11/2024 06:00 - 01/11/2024 07:00","Sweden (SE)","14650.00","14428.00"
"01/11/2024 07:00 - 01/11/2024 08:00","Sweden (SE)","15187.00","15487.00"
"01/11/2024 08:00 - 01/11/2024 09:00","Sweden (SE)","15485.00","15811.00"
"01/11/2024 09:00 - 01/11/2024 10:00","Sweden (SE)","15448.00","15845.00"
"01/11/2024 10:00 - 01/11/2024 11:00","Sweden (SE)","15527.00","15905.00"
"01/11/2024 11:00 - 01/11/2024 12:00","Sweden (SE)","15698.00","15963.00"
"01/11/2024 12:00 - 01/11/2024 13:00","Sweden (SE)","15378.00","15937.00"
"01/11/2024 13:00 - 01/11/2024 14:00","Sweden (SE)","15340.00","15852.00"
"01/11/2024 14:00 - 01/11/2024 15:00","Sweden (SE)","15411.00","15848.00"
"01/11/2024 15:00 - 01/11/2024 16:00","Sweden (SE)","15545.00","15891.00"
"01/11/2024 16:00 - 01/11/2024 17:00","Sweden (SE)","16220.00","16369.00"
"01/11/2024 17:00 - 01/11/2024 18:00","Sweden (SE)","16901.00","16726.00"
"01/11/2024 18:00 - 01/11/2024 19:00","Sweden (SE)","16862.00","16368.00"
"01/11/2024 19:00 - 01/11/2024 20:00","Sweden (SE)","16163.00","15907.00"
"01/11/2024 20:00 - 01/11/2024 21:00","Sweden (SE)","15489.00","15573.00"
"01/11/2024 21:00 - 01/11/2024 22:00","Sweden (SE)","15111.00","14995.00"
"01/11/2024 22:00 - 01/11/2024 23:00","Sweden (SE)","14735.00","14615.00"
"01/11/2024 23:00 - 02/11/2024 00:00","Sweden (SE)","14298.00","14201.00"
"02/11/2024 00:00 - 02/11/2024 01:00","Sweden (SE)","14142.00","13636.00"
"02/11/2024 01:00 - 02/11/2024 02:00","Sweden (SE)","14195.00","13569.00"
"02/11/2024 02:00 - 02/11/2024 03:00","Sweden (SE)","14537.00","13462.00"
"02/11/2024 03:00 - 02/11/2024 04:00","Sweden (SE)","14700.00","13480.00"
"02/11/2024 04:00 - 02/11/2024 05:00","Sweden (SE)","14535.00","13586.00"
"02/11/2024 05:00 - 02/11/2024 06:00","Sweden (SE)","14746.00","13660.00"
"02/11/2024 06:00 - 02/11/2024 07:00","Sweden (SE)","15429.00","14052.00"
"02/11/2024 07:00 - 02/11/2024 08:00","Sweden (SE)","15607.00","14369.00"
"02/11/2024 08:00 - 02/11/2024 09:00","Sweden (SE)","15948.00","14762.00"
"02/11/2024 09:00 - 02/11/2024 10:00","Sweden (SE)","15925.00","14940.00"
"02/11/2024 10:00 - 02/11/2024 11:00","Sweden (SE)","16061.00","15047.00"
"02/11/2024 11:00 - 02/11/2024 12:00","Sweden (SE)","15911.00","15129.00"
"02/11/2024 12:00 - 02/11/2024 13:00","Sweden (SE)","15718.00","15093.00"
"02/11/2024 13:00 - 02/11/2024 14:00","Sweden (SE)","15565.00","15143.00"
"02/11/2024 14:00 - 02/11/2024 15:00","Sweden (SE)","15854.00","15228.00"
"02/11/2024 15:00 - 02/11/2024 16:00","Sweden (SE)","16227.00","15312.00"
"02/11/2024 16:00 - 02/11/2024 17:00","Sweden (SE)","16757.00","15937.00"
"02/11/2024 17:00 - 02/11/2024 18:00","Sweden (SE)","16791.00","16314.00"
"02/11/2024 18:00 - 02/11/2024 19:00","Sweden (SE)","16532.00","16113.00"
"02/11/2024 19:00 - 02/11/2024 20:00","Sweden (SE)","16181.00","15751.00"
"02/11/2024 20:00 - 02/11/2024 21:00","Sweden (SE)","15930.00","15394.00"
"02/11/2024 21:00 - 02/11/2024 22:00","Sweden (SE)","15797.00","14893.00"
"02/11/2024 22:00 - 02/11/2024 23:00","Sweden (SE)","15948.00","14582.00"
"02/11/2024 23:00 - 03/11/2024 00:00","Sweden (SE)","14988.00","14191.00"
"03/11/2024 00:00 - 03/11/2024 01:00","Sweden (SE)","14082.00","13612.00"
"03/11/2024 01:00 - 03/11/2024 02:00","Sweden (SE)","13655.00","13357.00"
"03/11/2024 02:00 - 03/11/2024 03:00","Sweden (SE)","13576.00","13145.00"
"03/11/2024 03:00 - 03/11/2024 04:00","Sweden (SE)","13460.00","13048.00"
"03/11/2024 04:00 - 03/11/2024 05:00","Sweden (SE)","13264.00","13021.00"
"03/11/2024 05:00 - 03/11/2024 06:00","Sweden (SE)","13137.00","13006.00"
"03/11/2024 06:00 - 03/11/2024 07:00","Sweden (SE)","14022.00","13236.00"
"03/11/2024 07:00 - 03/11/2024 08:00","Sweden (SE)","14551.00","13538.00"
"03/11/2024 08:00 - 03/11/2024 09:00","Sweden (SE)","14755.00","13976.00"
"03/11/2024 09:00 - 03/11/2024 10:00","Sweden (SE)","15100.00","14258.00"
"03/11/2024 10:00 - 03/11/2024 11:00","Sweden (SE)","14906.00","14519.00"
"03/11/2024 11:00 - 03/11/2024 12:00","Sweden (SE)","14087.00","14631.00"
"03/11/2024 12:00 - 03/11/2024 13:00","Sweden (SE)","14526.00","14628.00"
"03/11/2024 13:00 - 03/11/2024 14:00","Sweden (SE)","14879.00","14587.00"
"03/11/2024 14:00 - 03/11/2024 15:00","Sweden (SE)","15661.00","14626.00"
"03/11/2024 15:00 - 03/11/2024 16:00","Sweden (SE)","15810.00","14781.00"
"03/11/2024 16:00 - 03/11/2024 17:00","Sweden (SE)","16324.00","15437.00"
"03/11/2024 17:00 - 03/11/2024 18:00","Sweden (SE)","16712.00","15834.00"
"03/11/2024 18:00 - 03/11/2024 19:00","Sweden (SE)","16794.00","15723.00"
"03/11/2024 19:00 - 03/11/2024 20:00","Sweden (SE)","16325.00","15379.00"
"03/11/2024 20:00 - 03/11/2024 21:00","Sweden (SE)","15803.00","15025.00"
"03/11/2024 21:00 - 03/11/2024 22:00","Sweden (SE)","15459.00","14510.00"
"03/11/2024 22:00 - 03/11/2024 23:00","Sweden (SE)","15016.00","14028.00"
"03/11/2024 23:00 - 04/11/2024 00:00","Sweden (SE)","14356.00","13578.00"
"04/11/2024 00:00 - 04/11/2024 01:00","Sweden (SE)","14515.00","13467.00"
"04/11/2024 01:00 - 04/11/2024 02:00","Sweden (SE)","14420.00","13304.00"
"04/11/2024 02:00 - 04/11/2024 03:00","Sweden (SE)","14322.00","13242.00"
"04/11/2024 03:00 - 04/11/2024 04:00","Sweden (SE)","14036.00","13297.00"
"04/11/2024 04:00 - 04/11/2024 05:00","Sweden (SE)","14594.00","13553.00"
"04/11/2024 05:00 - 04/11/2024 06:00","Sweden (SE)","15531.00","14144.00"
"04/11/2024 06:00 - 04/11/2024 07:00","Sweden (SE)","17168.00","15614.00"
"04/11/2024 07:00 - 04/11/2024 08:00","Sweden (SE)","17861.00","16793.00"
"04/11/2024 08:00 - 04/11/2024 09:00","Sweden (SE)","17975.00","17099.00"
"04/11/2024 09:00 - 04/11/2024 10:00","Sweden (SE)","17256.00","17053.00"
"04/11/2024 10:00 - 04/11/2024 11:00","Sweden (SE)","16679.00","17063.00"
"04/11/2024 11:00 - 04/11/2024 12:00","Sweden (SE)","16351.00","16954.00"
"04/11/2024 12:00 - 04/11/2024 13:00","Sweden (SE)","16578.00","16901.00"
"04/11/2024 13:00 - 04/11/2024 14:00","Sweden (SE)","16647.00","16889.00"
"04/11/2024 14:00 - 04/11/2024 15:00","Sweden (SE)","16950.00","16969.00"
"04/11/2024 15:00 - 04/11/2024 16:00","Sweden (SE)","17284.00","17187.00"
"04/11/2024 16:00 - 04/11/2024 17:00","Sweden (SE)","17682.00","17701.00"
"04/11/2024 17:00 - 04/11/2024 18:00","Sweden (SE)","17695.00","17959.00"
"04/11/2024 18:00 - 04/11/2024 19:00","Sweden (SE)","17098.00","17662.00"
"04/11/2024 19:00 - 04/11/2024 20:00","Sweden (SE)","16658.00","17324.00"
"04/11/2024 20:00 - 04/11/2024 21:00","Sweden (SE)","15906.00","16754.00"
"04/11/2024 21:00 - 04/11/2024 22:00","Sweden (SE)","15550.00","16202.00"
"04/11/2024 22:00 - 04/11/2024 23:00","Sweden (SE)","15013.00","15393.00"
"04/11/2024 23:00 - 05/11/2024 00:00","Sweden (SE)","14438.00","14676.00"
"05/11/2024 00:00 - 05/11/2024 01:00","Sweden (SE)","14172.00","13972.00"
"05/11/2024 01:00 - 05/11/2024 02:00","Sweden (SE)","14008.00","13696.00"
"05/11/2024 02:00 - 05/11/2024 03:00","Sweden (SE)","13540.00","13552.00"
"05/11/2024 03:00 - 05/11/2024 04:00","Sweden (SE)","13418.00","13514.00"
"05/11/2024 04:00 - 05/11/2024 05:00","Sweden (SE)","13377.00","13614.00"
"05/11/2024 05:00 - 05/11/2024 06:00","Sweden (SE)","14039.00","14011.00"
"05/11/2024 06:00 - 05/11/2024 07:00","Sweden (SE)","15512.00","15403.00"
"05/11/2024 07:00 - 05/11/2024 08:00","Sweden (SE)","16635.00","16470.00"
"05/11/2024 08:00 - 05/11/2024 09:00","Sweden (SE)","17021.00","16792.00"
"05/11/2024 09:00 - 05/11/2024 10:00","Sweden (SE)","16879.00","16796.00"
"05/11/2024 10:00 - 05/11/2024 11:00","Sweden (SE)","17168.00","16821.00"
"05/11/2024 11:00 - 05/11/2024 12:00","Sweden (SE)","16769.00","16786.00"
"05/11/2024 12:00 - 05/11/2024 13:00","Sweden (SE)","17131.00","16724.00"
"05/11/2024 13:00 - 05/11/2024 14:00","Sweden (SE)","17215.00","16684.00"
"05/11/2024 14:00 - 05/11/2024 15:00","Sweden (SE)","16893.00","16746.00"
"05/11/2024 15:00 - 05/11/2024 16:00","Sweden (SE)","16910.00","16923.00"
"05/11/2024 16:00 - 05/11/2024 17:00","Sweden (SE)","18061.00","17366.00"
"05/11/2024 17:00 - 05/11/2024 18:00","Sweden (SE)","18023.00","17513.00"
"05/11/2024 18:00 - 05/11/2024 19:00","Sweden (SE)","17690.00","17201.00"
"05/11/2024 19:00 - 05/11/2024 20:00","Sweden (SE)","17413.00","16816.00"
"05/11/2024 20:00 - 05/11/2024 21:00","Sweden (SE)","16738.00","16310.00"
"05/11/2024 21:00 - 05/11/2024 22:00","Sweden (SE)","16037.00","15698.00"
"05/11/2024 22:00 - 05/11/2024 23:00","Sweden (SE)","15438.00","14917.00"
"05/11/2024 23:00 - 06/11/2024 00:00","Sweden (SE)","14835.00","14155.00"
"06/11/2024 00:00 - 06/11/2024 01:00","Sweden (SE)","14432.00","13775.00"
"06/11/2024 01:00 - 06/11/2024 02:00","Sweden (SE)","14225.00","13473.00"
"06/11/2024 02:00 - 06/11/2024 03:00","Sweden (SE)","14047.00","13389.00"
"06/11/2024 03:00 - 06/11/2024 04:00","Sweden (SE)","14033.00","13378.00"
"06/11/2024 04:00 - 06/11/2024 05:00","Sweden (SE)","14161.00","13488.00"
"06/11/2024 05:00 - 06/11/2024 06:00","Sweden (SE)","14871.00","14023.00"
"06/11/2024 06:00 - 06/11/2024 07:00","Sweden (SE)","16222.00","15520.00"
"06/11/2024 07:00 - 06/11/2024 08:00","Sweden (SE)","16984.00","16272.00"
"06/11/2024 08:00 - 06/11/2024 09:00","Sweden (SE)","16922.00","16561.00"
"06/11/2024 09:00 - 06/11/2024 10:00","Sweden (SE)","16913.00","16607.00"
"06/11/2024 10:00 - 06/11/2024 11:00","Sweden (SE)","16545.00","16675.00"
"06/11/2024 11:00 - 06/11/2024 12:00","Sweden (SE)","16976.00","16626.00"
"06/11/2024 12:00 - 06/11/2024 13:00","Sweden (SE)","17343.00","16557.00"
"06/11/2024 13:00 - 06/11/2024 14:00","Sweden (SE)","17576.00","16540.00"
"06/11/2024 14:00 - 06/11/2024 15:00","Sweden (SE)","17041.00","16617.00"
"06/11/2024 15:00 - 06/11/2024 16:00","Sweden (SE)","16823.00","16778.00"
"06/11/2024 16:00 - 06/11/2024 17:00","Sweden (SE)","17462.00","17163.00"
"06/11/2024 17:00 - 06/11/2024 18:00","Sweden (SE)","17435.00","17379.00"
"06/11/2024 18:00 - 06/11/2024 19:00","Sweden (SE)","17340.00","17049.00"
"06/11/2024 19:00 - 06/11/2024 20:00","Sweden (SE)","16858.00","16669.00"
"06/11/2024 20:00 - 06/11/2024 21:00","Sweden (SE)","16545.00","16187.00"
"06/11/2024 21:00 - 06/11/2024 22:00","Sweden (SE)","15734.00","15626.00"
"06/11/2024 22:00 - 06/11/2024 23:00","Sweden (SE)","15070.00","14914.00"
